"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"yeah";-0,0705055782724506;0,115117201996641;0,310755928231759;-0,208097655698552;0,339769142428807;0,917198067783595;0,0538809499458539;0,117803668422108;0,828315381632067;0,000233907612467855;0,000623559426051736;0,00454397823886923;0,0470540920973256;0,187743308254079;0,0016585414542207
"um";0,256807348797388;-0,0272257364760101;0,355692134259105;0,584244626686855;-0,0619393888772666;0,809210558688558;0,395675363986472;0,00364731663261811;0,600677319380846;0,00240035242423851;2,69785987383205e-05;0,00460477737415187;0,036396541323145;0,252346073475767;0,00231767864157518
"person";0,042380446766547;-0,215954735291537;0,228342565184108;0,133636500284803;-0,68096108573995;0,720023114559178;0,0220906624250901;0,470428060139952;0,507481277434985;6,97059597324552e-05;0,00180994056004498;0,0020235437614011;0,0388095716871104;0,176246203425703;0,00120553102248965
"uh";0,12992156902964;0,369924385667472;0,326564292379325;0,254617080877504;0,724968670926128;0,639992631442756;0,0790598144197401;0,525665261412621;0,395274924167638;0,00050913776691505;0,00412761063074976;0,00321669727701214;0,0301628795495677;0,285602477784382;0,00246034914487971
"thing";-0,152734122764061;-0,0301973738005981;0,184554155469181;-0,632561026994276;-0,125064926148455;0,764346329470763;0,457144801298271;0,01465581801537;0,528199380686361;0,0005675956531344;2,21873411459519e-05;0,000828732876013288;0,0243313895033179;0,139626480665542;0,000474353920464194
"crazy";-0,0150528827453838;0,315499789081259;0,603031939065238;-0,0221123549943932;0,463462278609749;0,88584070806351;0,000613006075262906;0,220858259779139;0,778528734145599;2,09593943927782e-06;0,000920741077392855;0,00336372127458434;0,00924994972853408;0,375790588127698;0,00130626463739526
"guy";-1,04600071112127;0,511434565540061;-0,519697057705281;-0,820356675394254;0,401107528328922;-0,407587629662567;0,718693316026605;0,140912616081681;0,14039406789171;0,0112205895578075;0,00268245144908238;0,00276982437586242;0,010255379046853;0,762638606119606;0,00596470939488173
"good";0,546876276100933;0,196122372580261;-0,199821479511645;0,890122971233578;0,319218508162715;-0,325239358209731;0,825674973696256;0,0870914073968917;0,0872336189068518;0,00228530044877476;0,000293913418662257;0,000305105107504619;0,00764126281922381;0,372000165008824;0,00105742945206726
"trump";-1,31854247602665;0,723923454711017;-0,744312358268894;-0,785651549062973;0,431348700506509;-0,443497397992701;0,666937671196311;0,164881668128885;0,168180660674802;0,0150327434600279;0,00453143017013303;0,00479027511097677;0,00864669213754273;0,997953050218285;0,00861132967804525
"time";-0,43732211660897;0,25646300418146;0,123707719806485;-0,838022515014861;0,491449582835952;0,237056052144923;0,743284684506699;0,209648534071511;0,0470667814217917;0,001576769752803;0,0005422690876865;0,000126170842052787;0,00824452041021516;0,313532422974371;0,000810457629298889
"government";0,362434495361474;-1,0990446133341;-0,736012671614944;0,264264183039405;-0,801353432368315;-0,536653629442712;0,084709566525926;0,638842984754968;0,276447448719108;0,000898089273386186;0,00825830848810701;0,00370365939964691;0,00683691936456867;0,769700742386953;0,00405045926327265
"big";0,47153355141923;0,329289573814462;0,9956989361195;0,410076947642063;0,286372121164576;0,865926039123591;0,202899845039759;0,0811526215333238;0,715947533426913;0,0014754370347402;0,00071953419926725;0,00657887397061203;0,00663583350090489;0,647038840939574;0,00277815315414963
"bad";0,416290428101221;0,351620597182686;0,869014346038764;0,405848217453147;0,34280056170714;0,847216028698332;0,198664320099129;0,116242707671079;0,685092972229788;0,00101058393230087;0,000720988193551207;0,00440385925497974;0,00583149004624975;0,577291412082092;0,00194343371394497
"video";1,23988772157528;0,00603245894707996;-1,61044399671918;0,610043295743674;0,00296805998920574;-0,792362523052483;0,428254147118957;8,31410848494079e-06;0,571737538772561;0,0046370045106972;1,09764410662191e-07;0,00782283289735229;0,00301628795495677;1,17108975057416;0,0041366917471341
"kind";-0,157031819613541;-0,452341970182306;0,698234924610302;-0,185475851768375;-0,534277144699872;0,824710034534653;0,0426419771633679;0,290192280657417;0,667165742179217;0,000143798668562849;0,00119320017729015;0,00284303806322563;0,00583149004624975;0,470032194795913;0,00128835263627493
"year";-0,054796863733125;0,95883357786053;-0,258231308663219;-0,0550994206354074;0,96412770780444;-0,25965711407431;0,00370803204900852;0,931126358435984;0,0651656095150087;1,81139932132717e-05;0,00554612002835004;0,000402272725360458;0,00603257590991353;0,556214840787971;0,00186632786514853
"squirrel";-1,42599900976801;-1,82774079399936;-0,394768166311914;-0,60639912100404;-0,777237854523298;-0,167873236525505;0,415282565816262;0,559531498183317;0,0251859360004194;0,00981366503531562;0,0161221141848353;0,0007521024981296;0,00482606072793083;1,36774767042989;0,00902827439356398
"state";-0,085911136996915;0,199456002383385;-0,772289100739679;-0,107088667688261;0,248622917869548;-0,9626622782486;0,0144156588151401;0,0637264697271952;0,921857871457664;1,33574323629447e-05;7,19976416611401e-05;0,00107940359865106;0,00180977277297406;0,442273408779461;0,000354001993368316
"talk";0,365379012699035;0,170251168541039;0,819144432864458;0,400216264128951;0,186483854487855;0,897246183576179;0,193967786952991;0,0345392335410392;0,771492979505967;0,000724823892794065;0,000157371291075591;0,00364305957190962;0,00542931831892218;0,512787466825943;0,00142764460599472
"leave";-1,18133823645908;-0,667840509356777;-0,0960652342266415;-0,868349530487072;-0,490900044409331;-0,0706133082485087;0,789051049308947;0,206819829145201;0,00412912154584837;0,00785756702388236;0,00251122189548798;5,19603495589274e-05;0,00563040418258596;0,822016092168497;0,00380452297646311
"happen";-0,032880805344769;0,0449681187763749;0,970326846495818;-0,0338306126302463;0,0462670847347864;0,998356072009985;0,00144572695625744;0,00221769033341322;0,99633658271033;6,73950697038774e-06;1,26052851186147e-05;0,00586920568267567;0,00623366177357732;0,534512561735314;0,00178098010018867
"man";-0,0776966131943049;-0,464590248213962;1,04230827365316;-0,0679282629327678;-0,406179976696733;0,911264822993611;0,00578906254737307;0,169759592037567;0,82445134541506;3,76311431244377e-05;0,0013454991073398;0,00677229090229257;0,00623366177357732;0,631184865303938;0,0024834555318422
"sort";-0,72811727894476;0,310379512767001;0,160436047239147;-0,901573156069687;0,384319731170597;0,19865595507687;0,84213998918945;0,125504063617862;0,0323559471926877;0,00266516575456426;0,000484292388625986;0,000129397372077829;0,00502714659159461;0,490419580614041;0,00120908588904912
"phone";2,4236586825448;-0,575429629883089;-2,31486093396219;0,712722983267602;-0,169216039133128;-0,680728933733704;0,565569837236539;0,0261467576097012;0,408283405153762;0,0259864610915837;0,00146483484754525;0,0237057681799426;0,00442388900060326;1,99198905915325;0,0175540818538703
"illegal";0,452074402280967;0,275683778870694;0,866328560141053;0,445248096362352;0,271520964515633;0,85324703252587;0,237466619019617;0,072426123325928;0,690107257654452;0,000534250240814401;0,00019867687454686;0,00196196003690105;0,0026141162276292;0,573412613092929;0,00085952670884834
"play";0,181859367498298;-0,517206934211369;1,33371094157188;0,126116165754776;-0,35867360775425;0,924904295500818;0,0199221290198122;0,132154863848797;0,847923007131391;2,66019139729588e-05;0,000215164297443252;0,00143075397198355;0,000804343454655138;0,796391124844575;0,00051014584655637
"vote";-0,591716276372844;-0,847599588118691;0,580104157494214;-0,499187738850922;-0,715057771331843;0,489391443569298;0,29040712707301;0,488710636608076;0,220882236318915;0,000774464039607879;0,00158911636428086;0,000744365406990307;0,00221194450030163;0,678685373581738;0,00101885224199711
"put";0,073351783469516;0,134020772823864;1,06351722551701;0,0682700876916801;0,12473602522554;0,9898384308247;0,0058791353687091;0,0160963133762071;0,978024551255083;2,0556846697168e-05;6,86245291409224e-05;0,00432139732363899;0,0038206314096119;0,591306369327062;0,00133585787768516
"kill";-1,49828480665295;-2,33052920147684;-0,435284765217422;-0,534226936197599;-0,830971167494721;-0,155204701711601;0,32774995029385;0,650358857537806;0,0218911921683423;0,00857677254677147;0,0207512489080613;0,000723905833456132;0,0038206314096119;1,61763921923017;0,00999766262381673
"woman";0,106162651876757;1,00973968921995;0,892291157152263;0,0785414882326873;0,747027853175819;0,660136820065145;0,00762794958354239;0,565943699721195;0,426428350695263;3,39950994978047e-05;0,00307532949925395;0,00240151872853044;0,00301628795495677;0,751322613984416;0,00170265132802446
"medium";-1,06693493676197;-0,842807754643312;-0,344132766902443;-0,760719324389021;-0,600917753849055;-0,245364957991393;0,627315869382112;0,321038801477584;0,0516453291403005;0,0041203102487631;0,0025710533688245;0,000428653227952294;0,00361954554594812;0,832632595912784;0,00250934782143099
"car";0,990572149348196;0,110646514623609;1,59111183483096;0,527593710809953;0,0589320074028626;0,84745023146923;0,327658261117869;0,00335285251352991;0,668988886368597;0,0031569939531528;3,93891854360827e-05;0,00814522218681411;0,00321737381862055;1,0696314445774;0,0036810341515503
"work";1,12924488222659;0,194476445302849;0,231253967245624;0,966016062213212;0,166365482670379;0,197826928707724;0,945615812438847;0,0230018389005751;0,0313823486605742;0,00487204626516465;0,00014450043590891;0,000204321244715456;0,0038206314096119;0,717776734799916;0,00196840244910126
"weird";0,661247350093084;0,0927745553088923;1,21041392542674;0,478341963537674;0,0671125002565877;0,875605435243656;0,27264690427125;0,00440170083914733;0,7229513948896;0,0013188660506891;2,59615466904164e-05;0,00441916912588065;0,00301628795495677;0,782748544221508;0,00184806540362223
"real";-0,0387481885664156;-0,164578875249474;-0,158358646175992;-0,167265154919296;-0,710441238249432;-0,68359023906463;0,0344670719039368;0,509964376037829;0,455568552058233;5,73638049997817e-06;0,00010348641009235;9,5811734477211e-05;0,0038206314096119;0,129005378960315;6,35844295622754e-05
"democrat";-1,11469033434792;1,96940835889389;-1,26473302513607;-0,429980226845694;0,759678833498068;-0,487857637489401;0,218397602234079;0,559114850104571;0,22248754766135;0,00299827357688804;0,0093591054512314;0,00385976181348042;0,00241303036396541;1,47431034090396;0,00524494103670949
"watch";-0,0902306593394265;0,995895866646741;0,313386387716062;-0,0861035559987435;0,950344108648956;0,299052257641691;0,00905336671045437;0,904523361709606;0,0864232715799405;3,2743100280827e-05;0,00398877368672456;0,000394976987756773;0,00402171727327569;0,586148535559109;0,00138174182882802
"run";-0,6361939904914;1,13667822846535;-1,04879736256686;-0,38041905790484;0,679689005675348;-0,627139694124723;0,173347381783777;0,453840577609527;0,372812040606696;0,0016277610840031;0,00519620910945961;0,00442379210829355;0,00402171727327569;0,944472959707702;0,00358748912776604
"give";-0,363212324915413;1,06628704755605;-0,367705487425397;-0,30652208852986;0,899860798681139;-0,310313957533713;0,112620397665549;0,796038821476204;0,0913407808582491;0,000530557783914981;0,004572564117377;0,000543765636367378;0,00402171727327569;0,668976186037707;0,00179983566251984
"call";0,297707556560211;0,86061456714793;-0,987035883454344;0,22168102820557;0,640836679923032;-0,734973381422039;0,0604140168266359;0,414062080117386;0,52552390305598;0,000374266151999614;0,00312765053226053;0,00411402303232585;0,00422280313693947;0,748651349135963;0,00236679181456365
"basically";1,01204498941885;0,172028444514793;-0,5177815394916;0,880229974129299;0,149622393122773;-0,450342460934507;0,812455945686894;0,0192526619913479;0,168291392321759;0,00473706141041207;0,000136870515103583;0,00123994522836934;0,00462497486426704;0,693998477683157;0,00222754462127698
"sense";0,493714752770436;-0,142332954202157;0,408738012949222;0,751964474778361;-0,21678372896433;0,622538547824649;0,620907256820917;0,0423229110344161;0,336769832144663;0,000931295170914996;7,74009103531776e-05;0,000638300523097504;0,0038206314096119;0,387276679659993;0,000573030626495256
"point";-0,653244662454894;1,05749838557457;0,0647458435534558;-0,524830226035785;0,849615999383538;0,0520181452066347;0,316748636356035;0,68078898182081;0,00246238182315572;0,00188779991123422;0,0049472476132801;1,85450500027888e-05;0,00442388900060326;0,717425984449362;0,00227697585955942
"lie";-1,42560443531931;2,69443975887016;-1,15145095695288;-0,437495642623871;0,826881303546291;-0,353362239820149;0,2249217440633;0,658962045915095;0,116116210021606;0,00653882326483685;0,0233581519861018;0,00426572067168375;0,00321737381862055;1,85798381306112;0,011106708544853
"insane";-0,121249401772152;1,39842909366534;-0,316904296405946;-0,0842592289958482;0,971803204926552;-0,220224688042705;0,00865781302790998;0,944539170618256;0,0468030163538363;5,0256202757245e-05;0,00668515318925482;0,000343310207594874;0,00341845968228434;0,805441703873224;0,00221767901704191
"war";-0,813095742382722;1,69995714879923;-0,258569071596521;-0,427481368893809;0,893744698379511;-0,1359415071536;0,214363484391384;0,768481576480448;0,0171549391281705;0,00239297091354442;0,0104599592880685;0,000241995448653361;0,00361954554594812;1,08548766456295;0,00426485068540715
"show";-0,368450562316291;-0,774895944910713;-0,257242716185893;-0,411325430877479;-0,865066961553439;-0,287176847851908;0,199468089408831;0,723588798318874;0,0769431122722931;0,000382180059560965;0,00169042673560164;0,00018629266246325;0,00281520209129298;0,509918911596733;0,000732001236608877
"agency";1,76021871347157;-0,882439948367228;-2,02144277124908;0,623763655506685;-0,312707712823416;-0,716332875421536;0,444487633743496;0,0916192673214698;0,463893098935037;0,00809949908512402;0,00203561299259333;0,0106818824465427;0,0026141162276292;1,63190698680998;0,00696170628932035
"twitter";-0,507336750769016;0,40120938823665;0,376334470367414;-0,677965007398859;0,536144731190965;0,502903843650884;0,513256446071548;0,2632534176603;0,223490136268154;0,000931636922633327;0,000582634530015299;0,000512627670331991;0,00361954554594812;0,437711267513359;0,000693472907047401
"post";-1,69150487986647;-2,37539767471393;-0,241799655574714;-0,578071200306995;-0,811791323437816;-0,0826349476112224;0,379713236948601;0,614146468876005;0,00614029417539256;0,00805482457682874;0,0158848175311701;0,00016459662740895;0,00281520209129298;1,69669584337205;0,00810433842526114
"freedom";-1,67633593859227;-2,36035159584347;-0,229042484747616;-0,577229918344026;-0,812764033488461;-0,0788685440217939;0,378676509919529;0,615729174748374;0,0055943153320958;0,00734593370746193;0,0145639202750876;0,000137137739322684;0,0026141162276292;1,6837805261707;0,00741132499176592
"election";-1,57996999568994;0,939294272570108;-0,903514930077583;-0,771413249830534;0,458606207286933;-0,441137104111397;0,645723086681618;0,187172508765042;0,167104404553338;0,00301183010731607;0,00106447665049227;0,000984925673283451;0,00120651518198271;1,21530222196524;0,00178197404871946
